CaseID,Age,MaritalStatus,Residence,EducationLevel,NumChild,WealthIndexCategorical,WealthIndexScore
8595,18,Single,Rural,Secondary,0,Middle,-39461
8596,31,Married,Rural,No Education,3,Middle,-38997
8597,28,Married,Rural,No Education,3,Poorer,-58771
8598,36,Married,Rural,No Education,7,Poorer,-59438
8599,34,Married,Rural,Primary,3,Poorer,-59203
8600,25,Married,Rural,No Education,1,Middle,-44047
8601,35,Married,Rural,No Education,4,Middle,-35111
8602,33,Other,Rural,No Education,2,Poorest,-65473
8603,42,Married,Rural,Primary,5,Middle,-44337
8604,18,Single,Rural,Primary,0,Middle,-44337
8605,31,Married,Rural,No Education,4,Poorest,-70723
8606,32,Married,Rural,No Education,2,Poorest,-62634
8607,36,Married,Rural,Primary,4,Poorest,-72362
8608,28,Married,Rural,No Education,2,Middle,-44098
8609,30,Married,Rural,No Education,4,Poorest,-71261
8610,48,Other,Rural,Primary,2,Poorest,-69143
8611,21,Other,Rural,No Education,0,Poorer,-53212
8612,16,Single,Rural,Primary,0,Poorer,-53212
8613,29,Married,Rural,No Education,3,Poorest,-72858
8614,22,Married,Rural,No Education,2,Poorest,-74415
8615,35,Married,Rural,No Education,5,Poorest,-89675
8616,19,Married,Rural,No Education,1,Poorest,-63401
8617,19,Married,Rural,No Education,1,Poorest,-74216
8618,21,Married,Rural,No Education,1,Poorest,-70074
8619,37,Married,Rural,Primary,6,Poorest,-62353
8620,18,Other,Rural,Primary,0,Poorest,-62353
8621,48,Married,Rural,No Education,3,Poorest,-77302
8622,19,Other,Rural,Primary,1,Poorest,-77302
8623,36,Married,Rural,Primary,6,Richer,-32195
8624,16,Single,Rural,No Education,0,Poorer,-52491
8625,20,Single,Rural,Primary,0,Poorer,-49006
8626,27,Married,Rural,Primary,2,Poorer,-61043
8627,43,Married,Rural,No Education,8,Middle,-46492
8628,34,Married,Rural,No Education,6,Poorest,-62437
8629,17,Married,Rural,No Education,0,Poorest,-62437
8630,40,Married,Rural,No Education,10,Poorer,-53430
8631,17,Single,Rural,Primary,0,Poorer,-53430
8632,16,Single,Rural,Primary,0,Poorer,-53430
8633,40,Other,Rural,No Education,6,Poorer,-47384
8634,39,Married,Rural,No Education,5,Middle,-40271
8635,15,Single,Rural,Primary,0,Middle,-40271
8636,17,Single,Rural,Primary,0,Richer,-25899
8637,35,Married,Rural,No Education,11,Poorest,-62038
8638,18,Single,Rural,Primary,0,Poorest,-62038
8639,35,Married,Rural,No Education,7,Poorest,-67078
8640,25,Married,Rural,No Education,2,Poorest,-123280
8641,29,Other,Rural,No Education,5,Poorest,-77697
8642,30,Married,Rural,No Education,3,Poorest,-83036
8643,22,Married,Rural,No Education,0,Richer,-21687
8644,45,Married,Rural,No Education,4,Poorest,-97204
8645,20,Married,Rural,No Education,0,Poorest,-76026
8646,30,Married,Rural,No Education,4,Middle,-39003
8647,28,Married,Rural,No Education,5,Middle,-46911
8648,16,Married,Rural,No Education,0,Richer,-22667
8649,18,Single,Rural,Higher,0,Middle,-43784
8650,40,Married,Rural,No Education,5,Poorest,-92303
8651,20,Married,Rural,No Education,0,Richer,-28669
8652,20,Married,Rural,Primary,1,Middle,-41085
8653,20,Married,Rural,No Education,1,Middle,-43611
8654,23,Married,Rural,Primary,2,Richest,23844
8655,19,Married,Rural,No Education,1,Richer,-10946
8656,22,Married,Rural,Primary,2,Richer,-32275
8657,17,Single,Rural,No Education,0,Poorer,-54822
8658,37,Married,Rural,No Education,8,Poorer,-47520
8659,29,Married,Rural,No Education,2,Middle,-35022
8660,48,Other,Rural,No Education,4,Middle,-42393
8661,25,Married,Rural,No Education,5,Richer,-20760
8662,17,Single,Rural,Primary,0,Middle,-33858
8663,38,Married,Rural,No Education,9,Richer,-19631
8664,27,Married,Rural,Primary,4,Richer,-26307
8665,23,Married,Rural,Primary,2,Richer,-32115
8666,32,Married,Rural,No Education,6,Middle,-35589
8667,30,Married,Rural,No Education,2,Poorer,-58348
8668,34,Married,Rural,No Education,7,Richer,-21572
8669,18,Married,Rural,No Education,0,Poorer,-49317
8670,34,Married,Rural,No Education,5,Poorer,-55635
8671,35,Married,Rural,No Education,7,Poorer,-56911
8672,25,Married,Rural,Primary,3,Richer,-20027
8673,37,Married,Rural,Primary,7,Richer,-12703
8674,15,Single,Rural,Primary,0,Richer,-12703
8675,26,Married,Rural,Primary,3,Middle,-42305
8676,28,Married,Rural,No Education,3,Richer,-10817
8677,38,Married,Urban,No Education,8,Richer,-24805
8678,17,Single,Urban,No Education,0,Richer,-24805
8679,15,Single,Urban,No Education,0,Poorest,-86804
8680,45,Married,Urban,No Education,8,Middle,-43096
8681,23,Married,Urban,No Education,3,Middle,-39826
8682,48,Married,Urban,No Education,5,Middle,-43765
8683,16,Single,Urban,Primary,0,Middle,-43765
8684,43,Married,Urban,No Education,5,Richer,-18501
8685,40,Married,Urban,No Education,3,Richer,-26771
8686,46,Married,Urban,No Education,7,Richest,23358
8687,22,Single,Urban,Secondary,0,Richer,-16884
8688,40,Married,Urban,No Education,4,Richer,-29260
8689,16,Single,Urban,Primary,0,Richer,-29260
8690,41,Other,Urban,No Education,7,Richer,-24834
8691,15,Single,Urban,Primary,0,Richer,-24834
8692,31,Other,Urban,No Education,7,Poorest,-63636
8693,28,Married,Urban,No Education,7,Richer,-19645
8694,40,Married,Urban,No Education,4,Richer,-25282
8695,16,Single,Urban,Primary,0,Richer,-25282
8696,37,Married,Urban,No Education,7,Poorest,-112893
8697,19,Single,Urban,No Education,0,Poorest,-112893
8698,22,Married,Urban,No Education,3,Richer,-9765
8699,38,Married,Urban,No Education,7,Poorest,-72526
8700,15,Single,Urban,No Education,0,Poorest,-72526
8701,22,Married,Urban,No Education,3,Richer,-16306
8702,35,Married,Urban,No Education,7,Richer,-17158
8703,15,Single,Urban,Primary,0,Richer,-17158
8704,46,Married,Urban,No Education,9,Richer,-17860
8705,21,Other,Urban,Secondary,2,Richer,-17860
8706,34,Married,Urban,No Education,8,Richer,-29023
8707,15,Single,Urban,Primary,0,Richer,-29023
8708,35,Married,Rural,No Education,5,Richer,-29858
8709,15,Single,Rural,Primary,0,Richer,-31799
8710,35,Married,Rural,Primary,2,Middle,-41447
8711,21,Single,Rural,Secondary,0,Middle,-41447
8712,45,Married,Rural,No Education,1,Poorest,-69284
8713,35,Married,Rural,No Education,5,Richer,-10278
8714,18,Single,Rural,Secondary,0,Richer,-10278
8715,35,Single,Rural,Primary,0,Poorest,-64542
8716,38,Married,Rural,No Education,7,Richer,-21164
8717,42,Married,Rural,No Education,6,Middle,-44057
8718,15,Single,Rural,Primary,0,Middle,-44057
8719,40,Married,Rural,No Education,7,Richer,-14131
8720,21,Single,Rural,Primary,0,Richer,-14131
8721,18,Single,Rural,Primary,0,Richer,-14536
8722,42,Married,Rural,No Education,9,Richer,-12803
8723,15,Single,Rural,Primary,0,Richer,-12803
8724,15,Single,Rural,Primary,0,Middle,-35193
8725,38,Married,Rural,No Education,8,Richer,-30252
8726,16,Single,Rural,Primary,0,Richer,-30252
8727,30,Married,Rural,No Education,6,Poorer,-59907
8728,17,Single,Rural,Secondary,0,Middle,-33904
8729,26,Married,Rural,Primary,3,Richer,-32651
8730,18,Single,Rural,Primary,0,Richer,-25084
8731,15,Single,Rural,Primary,0,Richer,-25084
8732,30,Married,Rural,Primary,1,Middle,-38791
8733,23,Married,Rural,Secondary,1,Richer,-26536
8734,40,Married,Rural,No Education,0,Middle,-36836
8735,22,Single,Rural,Primary,0,Richer,-22841
8736,42,Married,Rural,Primary,4,Richer,-28752
8737,28,Married,Rural,Primary,5,Poorer,-52413
8738,22,Single,Rural,Primary,0,Middle,-34146
8739,22,Single,Rural,Primary,0,Richer,-30722
8740,41,Married,Rural,Primary,6,Richer,-30722
8741,34,Married,Rural,No Education,2,Middle,-39596
8742,19,Married,Rural,Primary,2,Middle,-40920
8743,30,Married,Rural,Primary,4,Poorer,-47569
8744,34,Married,Rural,Primary,6,Poorer,-49024
8745,39,Married,Rural,No Education,7,Poorer,-47938
8746,25,Married,Rural,Primary,3,Middle,-47002
8747,36,Other,Rural,Primary,5,Middle,-37051
8748,22,Married,Rural,Primary,2,Poorer,-48404
8749,31,Married,Rural,Primary,6,Poorer,-51141
8750,40,Single,Rural,No Education,0,Middle,-46568
8751,28,Single,Rural,Primary,0,Middle,-46568
8752,35,Married,Rural,Primary,4,Middle,-40959
8753,46,Married,Rural,Primary,7,Richer,-20048
8754,24,Married,Rural,Secondary,2,Middle,-37940
8755,44,Married,Rural,No Education,10,Middle,-40080
8756,27,Married,Rural,Primary,4,Richer,-28189
8757,40,Married,Rural,Secondary,8,Richer,-14353
8758,15,Single,Rural,Primary,0,Richer,-14353
8759,22,Married,Urban,Primary,2,Richer,-19360
8760,29,Married,Urban,No Education,4,Poorest,-110294
8761,35,Other,Urban,No Education,4,Richer,-12996
8762,26,Single,Urban,Secondary,0,Richest,30099
8763,25,Married,Urban,Primary,1,Richest,34727
8764,41,Other,Urban,Primary,2,Richest,20881
8765,46,Other,Urban,No Education,5,Richer,-23827
8766,30,Married,Urban,Primary,1,Richest,91305
8767,27,Married,Urban,Secondary,1,Richer,-19220
8768,30,Married,Urban,Primary,3,Richest,59747
8769,31,Married,Urban,Higher,3,Richest,148616
8770,38,Other,Urban,Secondary,1,Richest,148616
8771,15,Single,Urban,Secondary,0,Richest,40347
8772,30,Other,Urban,Secondary,0,Richest,83292
8773,24,Single,Urban,Higher,0,Richest,118585
8774,19,Single,Urban,Secondary,0,Richest,118585
8775,48,Married,Urban,Secondary,5,Richest,142580
8776,17,Single,Urban,Secondary,0,Richest,142580
8777,18,Single,Urban,Secondary,0,Richest,20510
8778,22,Married,Urban,Higher,0,Richest,20510
8779,16,Single,Urban,Secondary,0,Richest,20510
8780,16,Single,Urban,Primary,0,Richest,79382
8781,30,Married,Urban,Higher,0,Richest,97511
8782,25,Married,Urban,Primary,2,Richest,88568
8783,21,Single,Urban,Primary,0,Richest,69785
8784,40,Married,Urban,Primary,2,Richest,96135
8785,21,Single,Urban,Secondary,0,Richest,21983
8786,25,Married,Urban,No Education,2,Richest,9004
8787,26,Married,Rural,No Education,4,Poorest,-100410
8788,24,Married,Rural,Primary,4,Poorest,-91311
8789,30,Married,Rural,No Education,4,Poorest,-62433
8790,29,Married,Rural,No Education,2,Poorest,-110511
8791,35,Married,Rural,No Education,10,Poorest,-106223
8792,37,Married,Rural,No Education,8,Poorest,-91638
8793,15,Single,Rural,No Education,0,Poorest,-91638
8794,32,Married,Rural,No Education,9,Poorest,-116597
8795,32,Married,Rural,Primary,3,Poorest,-96486
8796,28,Married,Rural,No Education,5,Poorest,-101434
8797,48,Married,Rural,No Education,11,Poorest,-96659
8798,26,Married,Rural,Primary,6,Poorest,-105318
8799,21,Married,Rural,No Education,1,Poorest,-72838
8800,47,Married,Rural,Primary,9,Poorest,-72391
8801,34,Married,Rural,No Education,6,Poorest,-91273
8802,15,Single,Rural,Primary,0,Poorest,-91273
8803,16,Married,Rural,Primary,0,Poorest,-76577
8804,38,Married,Rural,No Education,5,Poorest,-87812
8805,30,Married,Rural,No Education,3,Poorest,-96198
8806,25,Married,Rural,No Education,4,Poorest,-102011
8807,30,Married,Rural,No Education,5,Poorest,-78424
8808,18,Married,Rural,No Education,1,Poorest,-100952
8809,17,Single,Rural,Primary,0,Poorest,-64262
8810,15,Single,Rural,No Education,0,Poorest,-64262
8811,18,Married,Rural,No Education,1,Poorest,-82812
8812,23,Married,Urban,Primary,0,Richest,-5875
8813,30,Married,Urban,No Education,4,Richest,113487
8814,30,Married,Urban,Primary,3,Richest,14473
8815,18,Single,Urban,Primary,0,Richest,52148
8816,16,Single,Urban,Primary,0,Richest,52148
8817,25,Married,Urban,Primary,1,Richest,115567
8818,40,Married,Urban,No Education,4,Richest,86336
8819,23,Married,Urban,Primary,1,Richest,75400
8820,20,Married,Urban,Secondary,2,Richest,38639
8821,35,Married,Urban,No Education,3,Richest,31708
8822,20,Other,Urban,Primary,1,Richest,14687
8823,35,Married,Urban,No Education,1,Richer,-32445
8824,40,Married,Urban,No Education,4,Richest,22462
8825,30,Married,Urban,No Education,5,Richest,29978
8826,47,Married,Urban,No Education,6,Richest,76361
8827,16,Single,Urban,Primary,0,Richest,76361
8828,17,Married,Urban,Primary,0,Richest,76361
8829,35,Married,Urban,No Education,6,Poorest,-65514
8830,20,Single,Urban,No Education,0,Poorer,-51659
8831,24,Married,Urban,Higher,0,Richest,174171
8832,28,Married,Urban,No Education,4,Richest,28009
8833,18,Single,Urban,Secondary,0,Richest,28009
8834,32,Married,Urban,No Education,2,Richest,26451
8835,30,Married,Urban,Primary,3,Richest,47494
8836,25,Married,Urban,Primary,0,Richest,61397
8837,38,Married,Urban,No Education,6,Poorest,-78092
8838,18,Married,Urban,Primary,0,Richest,4341
8839,22,Married,Urban,Higher,0,Richest,101361
8840,30,Married,Urban,Higher,2,Richest,91237
8841,20,Single,Urban,Secondary,0,Richest,26639
8842,18,Married,Urban,Primary,0,Richest,-1631
8843,35,Married,Urban,Primary,3,Richest,49690
8844,18,Single,Urban,Higher,0,Richest,49690
8845,17,Single,Urban,Secondary,0,Richest,35262
8846,15,Single,Urban,Primary,0,Richest,35262
8847,30,Married,Urban,Secondary,3,Richest,27483
8848,24,Married,Urban,Primary,0,Richest,52866
8849,47,Married,Rural,No Education,6,Richest,41103
8850,40,Married,Rural,Primary,6,Richer,-13482
8851,34,Married,Rural,No Education,2,Middle,-37333
8852,42,Married,Rural,No Education,6,Richest,20274
8853,23,Married,Rural,No Education,0,Richest,9323
8854,20,Married,Rural,Primary,1,Richest,44183
8855,29,Married,Rural,No Education,3,Poorest,-91088
8856,24,Single,Rural,Primary,0,Middle,-33587
8857,16,Single,Rural,Primary,0,Middle,-33587
8858,30,Married,Rural,No Education,7,Poorer,-56173
8859,22,Married,Rural,Primary,2,Richest,31127
8860,20,Married,Rural,Primary,2,Poorest,-66118
8861,35,Married,Rural,No Education,5,Richest,-6109
8862,19,Single,Rural,Primary,0,Richest,-6109
8863,16,Single,Rural,Primary,0,Richest,-6109
8864,37,Married,Rural,No Education,8,Richer,-17964
8865,17,Single,Rural,Primary,0,Richer,-17964
8866,15,Single,Rural,Primary,0,Richer,-17964
8867,20,Single,Rural,Primary,0,Richest,6119
8868,34,Married,Rural,No Education,4,Richest,14700
8869,28,Married,Rural,Primary,2,Richest,14700
8870,39,Married,Rural,Secondary,4,Richest,15161
8871,45,Married,Rural,No Education,8,Richest,40911
8872,15,Single,Rural,Primary,0,Richest,40911
8873,18,Married,Rural,Primary,1,Richest,40911
8874,42,Married,Rural,No Education,6,Richer,-29565
8875,22,Married,Rural,No Education,2,Richer,-32040
8876,15,Single,Rural,Secondary,0,Richest,-4905
8877,40,Married,Rural,No Education,2,Poorer,-48557
8878,16,Married,Rural,Primary,0,Richer,-20362
8879,22,Married,Rural,Primary,2,Poorest,-62129
8880,23,Married,Rural,Secondary,1,Middle,-40563
8881,25,Other,Rural,No Education,1,Richest,-4256
8882,45,Married,Rural,No Education,6,Richest,-4256
8883,38,Married,Rural,No Education,2,Poorer,-55546
8884,28,Married,Rural,No Education,6,Poorest,-68827
8885,27,Married,Rural,Primary,0,Middle,-47165
8886,27,Married,Rural,Primary,5,Middle,-34548
8887,26,Married,Rural,Primary,2,Poorer,-59625
8888,26,Married,Rural,Secondary,1,Richest,15194
8889,40,Other,Rural,Primary,2,Poorest,-73659
8890,41,Married,Rural,Secondary,4,Richest,-2440
8891,25,Married,Rural,Primary,1,Poorest,-63516
8892,19,Single,Rural,Higher,0,Poorer,-58226
8893,28,Married,Rural,No Education,6,Poorest,-66943
8894,25,Married,Rural,No Education,1,Middle,-42663
8895,18,Married,Rural,Secondary,1,Middle,-42663
8896,15,Single,Rural,Primary,0,Middle,-42663
8897,20,Married,Rural,No Education,2,Poorest,-74907
8898,22,Single,Rural,No Education,0,Poorest,-77173
8899,20,Other,Rural,No Education,1,Poorest,-72854
8900,22,Married,Rural,No Education,1,Richer,-26040
8901,30,Married,Rural,No Education,7,Poorest,-67127
8902,30,Married,Rural,No Education,5,Poorest,-99649
8903,15,Single,Rural,Primary,0,Poorest,-80211
8904,27,Married,Rural,No Education,3,Richer,-27019
8905,30,Other,Rural,No Education,2,Poorest,-67505
8906,29,Married,Rural,No Education,3,Poorest,-81334
8907,19,Married,Rural,Primary,1,Poorest,-70102
8908,38,Married,Rural,No Education,7,Poorest,-63210
8909,15,Single,Rural,Primary,0,Poorest,-63210
8910,18,Single,Rural,No Education,0,Poorest,-69146
8911,17,Single,Rural,Primary,0,Poorest,-69146
8912,30,Other,Rural,No Education,4,Poorest,-69064
8913,38,Married,Rural,No Education,7,Poorest,-74364
8914,29,Married,Rural,No Education,5,Poorest,-87471
8915,20,Married,Rural,No Education,0,Poorest,-109865
8916,31,Married,Rural,No Education,6,Poorest,-113437
8917,21,Married,Rural,No Education,2,Poorest,-128655
8918,20,Married,Rural,No Education,0,Poorest,-135365
8919,40,Married,Rural,No Education,5,Poorest,-130267
8920,21,Married,Rural,Primary,0,Poorest,-113778
8921,18,Single,Rural,No Education,0,Poorest,-113778
8922,16,Single,Rural,Primary,0,Poorest,-130622
8923,38,Married,Rural,No Education,7,Poorest,-133757
8924,32,Married,Rural,No Education,6,Poorest,-91682
8925,38,Married,Rural,No Education,8,Poorest,-119460
8926,21,Married,Rural,No Education,1,Poorest,-119986
8927,30,Other,Rural,No Education,1,Poorest,-96861
8928,28,Married,Rural,No Education,3,Poorest,-133254
8929,21,Single,Urban,Higher,0,Richest,196483
8930,48,Married,Urban,No Education,2,Richest,127934
8931,21,Single,Urban,Primary,0,Richest,127934
8932,32,Married,Urban,Secondary,1,Richest,181247
8933,30,Single,Urban,Secondary,0,Richest,181247
8934,26,Single,Urban,Higher,0,Richest,181247
8935,30,Other,Urban,Primary,3,Richest,195929
8936,16,Single,Urban,Primary,0,Richest,195929
8937,25,Married,Urban,Primary,0,Richest,132492
8938,30,Other,Urban,No Education,2,Richest,78141
8939,15,Single,Urban,Secondary,0,Richest,78141
8940,47,Married,Urban,Secondary,2,Richest,186199
8941,15,Single,Urban,Secondary,0,Richest,186199
8942,33,Married,Urban,No Education,6,Richest,115836
8943,23,Married,Urban,Secondary,0,Richest,113098
8944,23,Single,Urban,Secondary,0,Richest,204645
8945,34,Other,Urban,Secondary,1,Richest,204645
8946,29,Other,Urban,Primary,1,Richest,204645
8947,26,Single,Urban,Primary,0,Richest,204645
8948,19,Single,Urban,Higher,0,Richest,204645
8949,19,Single,Urban,Primary,0,Richest,124245
8950,40,Married,Urban,No Education,6,Richest,169642
8951,21,Single,Urban,Secondary,0,Richest,169642
8952,16,Single,Urban,Secondary,0,Richest,169642
8953,30,Married,Urban,Primary,0,Richest,109154
8954,30,Single,Urban,Secondary,0,Richest,210345
8955,17,Single,Urban,Secondary,0,Richest,199291
8956,39,Married,Urban,Primary,2,Richest,241840
8957,15,Single,Urban,Secondary,0,Richest,241840
8958,19,Single,Urban,Secondary,0,Richest,241840
8959,44,Other,Urban,No Education,1,Richest,285660
8960,40,Married,Urban,Primary,0,Richest,198354
8961,20,Single,Urban,Higher,0,Richest,149577
8962,45,Other,Urban,Secondary,1,Richest,193867
8963,33,Married,Urban,Primary,2,Richest,100446
8964,49,Single,Urban,Higher,0,Richest,218854
8965,43,Married,Urban,Secondary,1,Richest,155560
8966,25,Married,Rural,Primary,2,Poorest,-72564
8967,25,Married,Rural,Primary,2,Poorest,-77995
8968,42,Married,Rural,No Education,6,Poorest,-64697
8969,19,Married,Rural,Secondary,1,Poorest,-70956
8970,24,Married,Rural,Primary,0,Poorest,-64712
8971,35,Married,Rural,No Education,5,Poorest,-62604
8972,16,Single,Rural,Primary,0,Poorest,-62604
8973,25,Married,Rural,Secondary,4,Poorest,-69093
8974,18,Single,Rural,Secondary,0,Poorest,-69093
8975,16,Single,Rural,Primary,0,Poorest,-78819
8976,33,Other,Rural,No Education,5,Poorest,-79291
8977,18,Married,Rural,Primary,0,Poorest,-73975
8978,38,Other,Rural,No Education,5,Poorest,-76384
8979,16,Single,Rural,Primary,0,Poorest,-76384
8980,28,Married,Rural,Primary,4,Poorest,-78150
8981,20,Married,Rural,Primary,0,Poorest,-72672
8982,18,Married,Rural,Primary,1,Middle,-36822
8983,25,Married,Rural,Primary,2,Poorest,-77995
8984,38,Married,Rural,No Education,5,Poorest,-72550
8985,16,Single,Rural,Secondary,0,Poorest,-72550
8986,18,Single,Rural,Secondary,0,Poorest,-76160
8987,27,Married,Rural,No Education,5,Poorest,-79919
8988,38,Married,Rural,No Education,4,Poorest,-78599
8989,22,Married,Rural,No Education,1,Richer,-13356
8990,31,Married,Rural,No Education,4,Middle,-44216
8991,22,Married,Rural,Primary,2,Poorer,-47505
8992,21,Single,Rural,Higher,0,Richest,8335
8993,20,Married,Rural,Primary,1,Richest,-8168
8994,25,Married,Rural,Secondary,0,Richest,-8168
8995,20,Married,Rural,Primary,1,Poorest,-73417
8996,26,Married,Rural,No Education,1,Richest,-7617
8997,23,Married,Rural,Primary,2,Middle,-47249
8998,32,Married,Rural,Primary,2,Richest,-1883
8999,15,Single,Rural,Primary,0,Poorer,-52169
9000,44,Married,Rural,Primary,6,Richer,-22917
9001,38,Married,Rural,No Education,2,Richest,-2357
9002,39,Married,Rural,No Education,2,Poorest,-62824
9003,18,Single,Rural,Primary,0,Middle,-45925
9004,37,Married,Rural,No Education,8,Middle,-39820
9005,30,Married,Rural,No Education,5,Poorer,-54568
9006,34,Married,Rural,No Education,3,Middle,-47209
9007,23,Married,Rural,No Education,3,Middle,-38226
9008,18,Single,Rural,Primary,0,Richer,-30496
9009,25,Married,Rural,Primary,2,Middle,-46758
9010,47,Married,Rural,No Education,0,Middle,-37574
9011,17,Single,Rural,Primary,1,Middle,-37574
9012,37,Married,Rural,Primary,6,Richer,-26263
9013,30,Married,Rural,No Education,7,Middle,-37780
9014,28,Married,Rural,No Education,2,Middle,-47133
9015,20,Married,Rural,Primary,2,Poorer,-58729
9016,28,Married,Rural,No Education,7,Middle,-35143
9017,21,Married,Rural,Primary,0,Poorer,-57903
9018,19,Single,Rural,No Education,1,Poorer,-53316
9019,32,Other,Rural,No Education,5,Middle,-41748
9020,15,Single,Rural,Primary,0,Middle,-41748
9021,30,Married,Rural,Primary,4,Middle,-38497
9022,43,Married,Rural,No Education,6,Richer,-23641
9023,21,Married,Rural,No Education,3,Poorer,-50803
9024,16,Married,Rural,Primary,0,Middle,-35706
9025,31,Married,Rural,No Education,7,Poorer,-50562
9026,28,Married,Rural,Primary,2,Middle,-34563
9027,24,Single,Rural,Secondary,0,Richer,-16408
9028,17,Single,Rural,Primary,0,Richer,-16408
9029,49,Married,Rural,No Education,5,Richest,-5151
9030,29,Single,Rural,Secondary,0,Richest,-5151
9031,28,Married,Rural,Primary,2,Richer,-25267
9032,41,Married,Rural,Primary,7,Richer,-22142
9033,25,Single,Rural,Secondary,0,Richer,-25100
9034,23,Single,Rural,Secondary,0,Richer,-25100
9035,27,Single,Rural,Primary,0,Richer,-24926
9036,24,Single,Rural,Secondary,0,Richer,-24926
9037,29,Married,Rural,Primary,4,Middle,-44431
9038,31,Married,Rural,Primary,5,Richer,-13679
9039,28,Married,Rural,Primary,4,Middle,-44580
9040,36,Married,Rural,Primary,7,Richest,23371
9041,25,Other,Rural,Primary,1,Poorest,-63668
9042,15,Single,Rural,Primary,0,Poorest,-63668
9043,18,Single,Rural,Primary,0,Middle,-34898
9044,41,Married,Rural,Secondary,5,Richest,11334
9045,22,Single,Rural,Secondary,0,Richest,-7979
9046,41,Married,Rural,Primary,6,Richest,31064
9047,21,Single,Rural,Secondary,0,Richest,31064
9048,18,Single,Rural,Secondary,0,Richest,31064
9049,15,Single,Rural,Primary,0,Richest,31064
9050,20,Single,Rural,Secondary,0,Richest,-3169
9051,36,Married,Rural,No Education,1,Richer,-17633
9052,38,Married,Rural,Primary,8,Middle,-33628
9053,18,Single,Rural,Primary,0,Middle,-33628
9054,16,Single,Rural,Primary,0,Middle,-33628
9055,45,Married,Rural,No Education,3,Middle,-44518
9056,49,Married,Rural,No Education,3,Richer,-20601
9057,31,Single,Rural,Primary,0,Richer,-20601
9058,27,Single,Rural,Primary,0,Middle,-39261
9059,18,Married,Rural,Primary,1,Middle,-36666
9060,28,Single,Rural,Primary,0,Middle,-36666
9061,21,Single,Rural,Primary,0,Middle,-36666
9062,27,Single,Rural,Secondary,0,Middle,-38659
9063,35,Married,Rural,No Education,5,Poorer,-58364
9064,15,Single,Rural,No Education,0,Poorer,-58364
9065,25,Single,Rural,Primary,0,Middle,-35379
9066,18,Single,Rural,Primary,0,Middle,-35379
9067,28,Married,Rural,Primary,2,Poorest,-71053
9068,27,Married,Rural,Primary,0,Poorest,-68506
9069,34,Married,Rural,No Education,3,Poorer,-50554
9070,31,Married,Rural,Primary,4,Middle,-45782
9071,36,Married,Rural,No Education,4,Poorest,-77136
9072,41,Married,Rural,No Education,6,Middle,-36863
9073,16,Single,Rural,Primary,0,Middle,-36863
9074,24,Married,Rural,Primary,1,Poorest,-64662
9075,40,Married,Rural,Primary,4,Poorest,-64662
9076,30,Married,Rural,No Education,5,Poorest,-64662
9077,25,Married,Rural,Primary,0,Middle,-44502
9078,30,Married,Rural,No Education,1,Poorer,-58249
9079,35,Married,Rural,No Education,4,Poorer,-54245
9080,23,Single,Rural,Secondary,0,Middle,-45728
9081,33,Married,Rural,No Education,2,Poorer,-54145
9082,16,Single,Rural,Primary,0,Poorer,-54145
9083,36,Married,Rural,No Education,6,Poorest,-71388
9084,43,Married,Rural,No Education,5,Poorer,-58953
9085,19,Married,Rural,Secondary,2,Poorer,-58953
9086,16,Single,Rural,Primary,0,Poorer,-58953
9087,25,Married,Rural,Primary,1,Middle,-39434
9088,17,Single,Rural,Primary,0,Middle,-39434
9089,43,Married,Rural,Primary,5,Richer,-20257
9090,25,Married,Rural,Primary,2,Middle,-45196
9091,40,Married,Rural,No Education,4,Middle,-32951
9092,24,Married,Rural,No Education,2,Poorest,-63763
9093,26,Married,Rural,No Education,0,Middle,-40206
9094,47,Married,Rural,No Education,7,Middle,-35476
9095,22,Single,Rural,Secondary,0,Middle,-35476
9096,35,Other,Rural,No Education,4,Poorer,-48686
9097,15,Single,Rural,Primary,0,Poorer,-48686
9098,36,Married,Rural,Primary,4,Richer,-10252
9099,16,Single,Rural,Primary,0,Richer,-10252
9100,18,Single,Rural,Secondary,0,Richer,-20267
9101,20,Single,Rural,Secondary,0,Poorer,-47745
9102,25,Married,Rural,Secondary,0,Richer,-32889
9103,40,Married,Rural,No Education,5,Richer,-16955
9104,16,Single,Rural,Primary,0,Richer,-16955
9105,21,Married,Rural,Primary,0,Richest,-4492
9106,28,Married,Rural,No Education,2,Middle,-35623
9107,34,Married,Rural,No Education,4,Middle,-35623
9108,38,Other,Rural,Primary,3,Middle,-46751
9109,18,Single,Rural,Secondary,0,Middle,-46751
9110,16,Single,Rural,Primary,0,Richer,-26935
9111,31,Married,Rural,No Education,3,Middle,-42569
9112,19,Single,Rural,Secondary,0,Richer,-28590
9113,30,Married,Rural,No Education,3,Richer,-10642
9114,36,Other,Rural,Primary,1,Richer,-23130
9115,16,Single,Rural,Primary,0,Richer,-23130
9116,21,Married,Rural,Secondary,0,Richer,-20385
9117,19,Single,Rural,Primary,0,Richer,-17571
9118,17,Single,Rural,Primary,0,Richer,-17571
9119,18,Single,Rural,Secondary,0,Richest,-8048
9120,36,Married,Rural,No Education,4,Middle,-45887
9121,15,Single,Rural,Primary,0,Middle,-45887
9122,18,Married,Rural,Primary,0,Richer,-24227
9123,26,Married,Rural,Primary,2,Richer,-22303
9124,39,Married,Rural,No Education,5,Richer,-16261
